구별,의료기관명,의료기관종별,의료기관주소(도로명),의료기관전화번호,데이터기준일자
분당구,리버스의원,의원,"경기도 성남시 분당구 황새울로360번길 19, 금화빌딩 201, 202호 (서현동)",031-778-7080,2026-03-04
분당구,이턱편한치과의원,치과의원,"경기도 성남시 분당구 분당로53번길 19, 피아자코코빌딩 4층 403호 (서현동)",031-778-7474,2026-03-04
분당구,미소앤의원,의원,"경기도 성남시 분당구 성남대로 168, 미도프라자 6층 601호 (금곡동)",031-778-7476,2026-03-04
분당구,더본안과의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 2층 211,212호, 6층 607호 (야탑동)",031-778-7523,2026-03-04
분당구,분당몸편한신경과의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 3층 308, 310호 (야탑동)",031-778-7538,2026-03-04
분당구,성모에이치마취통증의학과의원,의원,"경기도 성남시 분당구 서현로210번길 2, 성지하이츠텔 4층 (서현동)",031-778-7573,2026-03-04
분당구,연세크리스마스치과의원,치과의원,"경기도 성남시 분당구 판교역로 240, 삼환하이펙스A동 104~105호 (삼평동)",031-778-7579,2026-03-04
분당구,서현S마취통증의학과의원,의원,"경기도 성남시 분당구 서현로210번길 20, 4층 403-2호 (서현동, 코코프라자)",031-778-7585,2026-03-04
분당구,김세영서울성장의원,의원,"경기도 성남시 분당구 판교역로 240, 삼환하이펙스A동 2층 205,206호 (삼평동)",031-778-7613,2026-03-04
분당구,리앤씨치과의원,치과의원,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 3층 307호 (정자동)",031-778-7628,2026-03-04
분당구,이과수비뇨기과의원,의원,"경기도 성남시 분당구 성남대로926번길 6, 604호 (야탑동, 야탑 대덕프라자)",031-778-7860,2026-03-04
분당구,늘샤인 의원,의원,"경기도 성남시 분당구 성남대로916번길 11, 글라스타워 201-4호 (야탑동)",031-778-7889,2026-03-04
분당구,태후한의원,한의원,"경기도 성남시 분당구 성남대로 151, 분당엠코헤리츠 2층 215호 (구미동)",031-778-7988,2026-03-04
분당구,데이뷰의원,의원,"경기도 성남시 분당구 성남대로331번길 3-9, 백궁프라자3 206,207,211호 (정자동)",031-778-8026,2026-03-04
분당구,미금밴스의원,의원,"경기도 성남시 분당구 돌마로 86, 엘레강스프라자 801, 803호 (구미동)",031-778-8037,2026-03-04
분당구,가까이한의원,한의원,"경기도 성남시 분당구 돌마로 68, 분당프라자 203호 (구미동)",031-778-8098,2026-03-04
분당구,베네핏의원,의원,"경기도 성남시 분당구 성남대로 151, 분당엠코헤리츠 2층 221호, 221-1호, 222호, 222-1호, 223호, 223-1호, 224호 (구미동)",031-778-8253,2026-03-04
분당구,성모원내과의원,의원,"경기도 성남시 분당구 야탑로 102, 뉴젠빌원룸텔 201~204호, 206~207호 (야탑동)",031-778-8480,2026-03-04
분당구,에이비씨여성의원,의원,"경기도 성남시 분당구 돌마로 75, 미금프라자 204호 (금곡동)",031-778-8748,2026-03-04
분당구,소소일상한의원,한의원,"경기도 성남시 분당구 황새울로360번길 28, 은성프라자 301호 (서현동)",031-778-8803,2026-03-04
분당구,야탑 밴스의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 604, 605호 (야탑동)",031-778-8828,2026-03-04
분당구,사계미인한의원,한의원,"경기도 성남시 분당구 운중로 140, 메트로골드 5층 501호 (운중동)",031-778-8835,2026-03-04
분당구,대진의료재단 분당제생병원,종합병원,경기도 성남시 분당구 서현로180번길 20 (서현동),031-779-0114,2026-03-04
분당구,차의과학대학교분당차병원,종합병원,경기도 성남시 분당구 야탑로 59 (야탑동),031-780-5000,2026-03-04
분당구,지을한의원,한의원,"경기도 성남시 분당구 분당로53번길 11, 서원포스 4층 405호 (서현동)",031-781-0045,2026-03-04
분당구,이경미산부인과의원,의원,"경기도 성남시 분당구 서현로210번길 14, 유성트윈프라자2차 305,306호 (서현동)",031-781-0070,2026-03-04
분당구,푸른치과의원,치과의원,"경기도 성남시 분당구 불정로 380, 304호 (서현동, 동남프라자)",031-781-0577,2026-03-04
분당구,판교봄한의원,한의원,"경기도 성남시 분당구 운중로 124, 304호 (운중동)",031-781-1075,2026-03-04
분당구,유에스씨서울치과의원,치과의원,"경기도 성남시 분당구 불정로 379, 301호 (서현동, 서현프라자)",031-781-2227,2026-03-04
분당구,분당웰치과의원,치과의원,"경기도 성남시 분당구 중앙공원로39번길 49, 204호 (서현동, 서현지엔느빌딩)",031-781-2235,2026-03-04
분당구,수치과의원,치과의원,"경기도 성남시 분당구 돌마로 478, 302호 (서현동, 창인프라자)",031-781-2875,2026-03-04
분당구,판교어린이치과의원,치과의원,"경기도 성남시 분당구 서판교로 36, 4층 일부호 (판교동)",031-781-5275,2026-03-04
분당구,메트로재활의학과의원,의원,"경기도 성남시 분당구 성남대로 926, 501호 502호 (야탑동, 메트로빌딩)",031-781-6543,2026-03-04
분당구,자연과한의원,한의원,"경기도 성남시 분당구 서현로 192, 9층 903호 (서현동, 야베스밸리)",031-781-6777,2026-03-04
분당구,연세유앤유외과의원,의원,"경기도 성남시 분당구 서현로 184, 엘지분당에클라트 208호 (서현동)",031-781-6875,2026-03-04
분당구,서현한의원,한의원,"경기도 성남시 분당구 불정로 379, 305호 (서현동, 서헌프라자)",031-781-6969,2026-03-04
분당구,한음한방신경정신과한의원,한의원,"경기도 성남시 분당구 황새울로360번길 21, 1102호 (서현동, 신영팰리스타워)",031-781-7510,2026-03-04
분당구,유재형치과의원,치과의원,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 405호 (야탑동)",031-781-7528,2026-03-04
분당구,탑비뇨기과의원,의원,"경기도 성남시 분당구 야탑로69번길 24-8, 309호 (야탑동)",031-781-7575,2026-03-04
분당구,서현마디튼튼재활의학과의원,의원,"경기도 성남시 분당구 분당로53번길 9, 2층 204~206호 (서현동)",031-781-7585,2026-03-04
분당구,판교새로튼튼재활의학과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 203, 207~210호 (삼평동)",031-781-7588,2026-03-04
분당구,엘림포유비뇨기과의원,의원,"경기도 성남시 분당구 황새울로312번길 20, 태성빌딩 502호 엘림포유비뇨기과의원 (서현동)",031-781-8275,2026-03-04
분당구,의료법인진성 연세모두의원,의원,"경기도 성남시 분당구 장미로 78, 302,313호 (야탑동, 시그마Ⅲ)",031-781-9229,2026-03-04
분당구,채움마취통증의학과의원,의원,"경기도 성남시 분당구 서현로 192, 404호 (서현동, 야베스밸리)",031-781-9988,2026-03-04
분당구,미켈란에이치의원,의원,"경기도 성남시 분당구 정자일로 100, 4층 401일부호 (정자동, 미켈란쉐르빌)",031-782-1100,2026-03-04
분당구,서울키즈파파치과의원,치과의원,"경기도 성남시 분당구 성남대로 165, 303~305호 (금곡동, 천사의도시)",031-782-4188,2026-03-04
분당구,서울웰치과의원,치과의원,"경기도 성남시 분당구 성남대로 165, 228호 (금곡동, 천사의도시)",031-782-4228,2026-03-04
분당구,덕윤한의원,한의원,"경기도 성남시 분당구 성남대로 165, 301호 (금곡동, 천사의도시)",031-782-4782,2026-03-04
분당구,웰정형외과의원,의원,"경기도 성남시 분당구 정자일로 248, 401호 (정자동, 파크뷰A상가)",031-783-4475,2026-03-04
분당구,연세위브치과의원,치과의원,"경기도 성남시 분당구 성남대로 393, B동 201호 (정자동, 두산위브파빌리온)",031-784-9900,2026-03-04
분당구,리볼리치과의원,치과의원,"경기도 성남시 분당구 성남대로 45, 3층 301호, 303호 (구미동)",031-786-0179,2026-03-04
분당구,카라치과의원,치과의원,"경기도 성남시 분당구 정자로 13, 409~410호 (정자동, 월드비터)",031-786-0285,2026-03-04
분당구,LA포스치과의원,치과의원,"경기도 성남시 분당구 백현로101번길 21 (수내동, 4층(일부))",031-786-1188,2026-03-04
분당구,서울신경외과재활의학과의원,의원,"경기도 성남시 분당구 돌마로 68, 401호,401-1호,402호,410호,501호,511호 (구미동)",031-786-1666,2026-03-04
분당구,분당아이누리한의원,한의원,"경기도 성남시 분당구 돌마로 87, 골드프라자 401호 (금곡동)",031-786-1992,2026-03-04
분당구,분당서울대학교병원,종합병원,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원)",031-787-2114,2026-03-04
분당구,분당척병원,병원,"경기도 성남시 분당구 성남대로 932, 1~9층 별관:성남대로926번길 12, 금탑프라자 702~706호 (야탑동)",031-788-5000,2026-03-04
분당구,분당자생한방병원,한방병원,"경기도 성남시 분당구 황새울로319번길 13, 1~6층 (서현동)",031-789-0711,2026-03-04
분당구,이지가정의학과의원,의원,"경기도 성남시 분당구 판교역로 231, 에이치스퀘어 에스동 127호 (삼평동)",031-789-3567,2026-03-04
분당구,에이치에스한의원,한의원,"경기도 성남시 분당구 판교역로 231, 217호 (삼평동, H스퀘어S동 )",031-789-3600,2026-03-04
분당구,연세UI치과의원,치과의원,"경기도 성남시 분당구 판교역로 231, 207호 (삼평동, H스퀘어 S동)",031-789-3800,2026-03-04
분당구,필립프라임치과의원,치과의원,"경기도 성남시 분당구 황새울로311번길 8-5, 필립메디컬센터 별관 5층 일부호 (서현동)",031-789-5800,2026-03-04
분당구,필립의원,의원,"경기도 성남시 분당구 황새울로311번길 10, 필립메디컬센터 (서현동)",031-789-5800,2026-03-04
분당구,도제한의원,한의원,"경기도 성남시 분당구 동판교로 61, 405호 (백현동, 자유퍼스트프라자2)",031-8016-1075,2026-03-04
분당구,아이로피부과의원,의원,"경기도 성남시 분당구 운중로 142, 판교메디칼타워 401호 (운중동)",031-8016-1675,2026-03-04
분당구,서울N치과의원,치과의원,"경기도 성남시 분당구 판교로 376, 401호 (삼평동, 마크시티 퍼플)",031-8016-2080,2026-03-04
분당구,서울미소안치과의원,치과의원,"경기도 성남시 분당구 운중로 239, 401,402호 (판교동, 도메인타워)",031-8016-2275,2026-03-04
분당구,블루비뇨기과의원,의원,"경기도 성남시 분당구 판교역로 178, 301호,302호 (삼평동, 서건타워)",031-8016-2754,2026-03-04
분당구,서울연치과의원,치과의원,"경기도 성남시 분당구 분당내곡로 151, 5층 504호 (삼평동, 삼도타워)",031-8016-2820,2026-03-04
분당구,훼미리치과의원,치과의원,"경기도 성남시 분당구 판교로 372, 301~303호 (삼평동, 스타식스코아1)",031-8016-2822,2026-03-04
분당구,서울럭스치과의원,치과의원,"경기도 성남시 분당구 대왕판교로606번길 39, 8층 (삼평동, 럭스타워)",031-8016-2828,2026-03-04
분당구,아이맘치과의원,치과의원,"경기도 성남시 분당구 서현로210번길 17, 404호 (서현동, 광림프라자)",031-8016-2852,2026-03-04
분당구,미소웰치과의원,치과의원,"경기도 성남시 분당구 운중로 118, 503호 (운중동, 스타타워)",031-8016-2872,2026-03-04
분당구,판교우리치과의원,치과의원,"경기도 성남시 분당구 운중로 131, 4층 4, 5호 (운중동, 스타식스메트로)",031-8016-2875,2026-03-04
분당구,프리미엄치과의원,치과의원,"경기도 성남시 분당구 판교로 374, 303호 (삼평동, 스타식스코아2)",031-8016-2888,2026-03-04
분당구,유앤아이피부과의원,의원,"경기도 성남시 분당구 판교역로192번길 12, 판교미래에셋센터 2층 일부호 (삼평동)",031-8016-6020,2026-03-04
분당구,W정신건강의학과의원,의원,"경기도 성남시 분당구 판교역로 178, 서건타워 402일부호 (삼평동)",031-8016-6663,2026-03-04
분당구,한빛재활의학과의원,의원,"경기도 성남시 분당구 운중로 122, 골드클래스 503호 (운중동)",031-8016-7170,2026-03-04
분당구,야탑백세한의원,한의원,"경기도 성남시 분당구 벌말로40번길 4, 202호 (야탑동, 대동상가)",031-8016-7511,2026-03-04
분당구,빛과소리하성한의원,한의원,"경기도 성남시 분당구 분당내곡로 151, 404,405호 (삼평동, 삼도타워)",031-8016-7520,2026-03-04
분당구,단계한의원,한의원,"경기도 성남시 분당구 운중로 131, 403호 (운중동, 스타식스 메트로빌딩)",031-8016-7575,2026-03-04
분당구,성모필의원,의원,"경기도 성남시 분당구 운중로 122, 501호 (운중동, 골드클래스)",031-8016-7585,2026-03-04
분당구,판교연세내과의원,의원,"경기도 성남시 분당구 판교로 376, 마크시티 퍼플 501~503, 505호 일부호 (삼평동)",031-8016-8338,2026-03-04
분당구,성모e안과의원,의원,"경기도 성남시 분당구 운중로 135, 더원스퀘어 503,504호 (운중동)",031-8016-8757,2026-03-04
분당구,미루나무치과의원,치과의원,"경기도 성남시 분당구 운중로 249, 501호 (판교동)",031-8016-9430,2026-03-04
분당구,동인한의원,한의원,"경기도 성남시 분당구 판교로 374, 401호 (삼평동, 스타식스코아2)",031-8016-9955,2026-03-04
분당구,사랑의병원,병원,"경기도 성남시 분당구 분당내곡로 151, 6, 7층 (삼평동)",031-8017-0101,2026-03-04
분당구,자인한의원,한의원,"경기도 성남시 분당구 대왕판교로606번길 41, 604호 (삼평동, 판교프라임스퀘어 )",031-8017-0107,2026-03-04
분당구,판교연세독수리안과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 501,601,602,603호 (삼평동)",031-8017-1234,2026-03-04
분당구,삼성공감정신건강의학과의원,의원,"경기도 성남시 분당구 판교역로192번길 16, 7층 704호, 705호 (삼평동, 판교타워)",031-8017-2035,2026-03-04
분당구,사람그리고치과의원,치과의원,"경기도 성남시 분당구 대왕판교로 660, 306호 (삼평동, 유스페이스1)",031-8017-2080,2026-03-04
분당구,건강한웃음치과의원,치과의원,"경기도 성남시 분당구 동판교로 59, 2층 203호 (백현동, 자유퍼스트프라자1)",031-8017-2804,2026-03-04
분당구,S플러스치과의원,치과의원,"경기도 성남시 분당구 운중로 122, 303호 (운중동, 골드클래스)",031-8017-2855,2026-03-04
분당구,연세미소치과의원,치과의원,"경기도 성남시 분당구 판교로 375, 303호 (삼평동, 에메트타운)",031-8017-2875,2026-03-04
분당구,연세미소엘치과의원,치과의원,"경기도 성남시 분당구 서판교로 154, 3층 302호,302호 (판교동, 낙생빌딩)",031-8017-2878,2026-03-04
분당구,안세미시간치과의원,치과의원,"경기도 성남시 분당구 판교역로192번길 16, 503~504호 (삼평동, 판교타워)",031-8017-5579,2026-03-04
분당구,힙스청담의원,의원,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 8층 805호 (정자동)",031-8017-7103,2026-03-04
분당구,새봄이비인후과의원,의원,"경기도 성남시 분당구 운중로 239, 301호 (판교동)",031-8017-7373,2026-03-04
분당구,올바른치과의원,치과의원,"경기도 성남시 분당구 운중로 142, 3층 일부호 (운중동, 판교메디칼타워)",031-8017-7528,2026-03-04
분당구,예담한의원,한의원,"경기도 성남시 분당구 운중로 115, 402호 (운중동, 판오션타워1차)",031-8017-7799,2026-03-04
분당구,서울이산치과의원,치과의원,"경기도 성남시 분당구 판교로 375, 403~404호 (삼평동, 메가스페이스1)",031-8017-8228,2026-03-04
분당구,경희원한의원,한의원,"경기도 성남시 분당구 운중로 239, 501호 (판교동)",031-8017-8275,2026-03-04
분당구,제이치과의원,치과의원,"경기도 성남시 분당구 동판교로 58, 401호 (백현동, 나이스프라자)",031-8017-9428,2026-03-04
분당구,서울다즐치과교정과치과의원,치과의원,"경기도 성남시 분당구 운중로 118, 502호 (운중동, 스타타워)",031-8017-9733,2026-03-04
분당구,서울헤리티지의원,의원,"경기도 성남시 분당구 대왕판교로 155, 더 헤리티지 지1-2호 (금곡동)",031-8022-0300,2026-03-04
분당구,수호서울내과의원,의원,"경기도 성남시 분당구 정자일로 121, 지-23, 지-24호 (정자동, 더샵스타파크)",031-8022-5333,2026-03-04
분당구,초이스이비인후과의원,의원,"경기도 성남시 분당구 내정로166번길 43, 금산프라자빌딩 4층 401호 (수내동)",031-8022-7971,2026-03-04
분당구,미금더튼튼의원,의원,"경기도 성남시 분당구 돌마로 67, 금산젬월드 103호 (금곡동)",031-8022-8275,2026-03-04
분당구,엠에스(MS)성형외과의원,의원,"경기도 성남시 분당구 성남대로 345, 405호,406호 (정자동, 정자역프라자)",031-8022-8800,2026-03-04
분당구,리더스피부과의원,의원,"경기도 성남시 분당구 판교역로 152, 알파돔타워Ⅲ 3층 3-2(서측), 3-1호 (백현동)",031-8023-5085,2026-03-04
분당구,연세힐링의원,의원,"경기도 성남시 분당구 대왕판교로606번길 47, 2층 202호 (삼평동, SG타워)",031-8023-5412,2026-03-04
분당구,예이비인후과의원,의원,"경기도 성남시 분당구 운중로 118, 402,403일부호 (운중동, 스타타워)",031-8023-5800,2026-03-04
분당구,오율의원,의원,"경기도 성남시 분당구 정자일로 227, 백궁지엔느주차전용빌딩 204,205호 (정자동)",031-8023-9023,2026-03-04
분당구,제이엠가정의학과의원,의원,"경기도 성남시 분당구 분당로53번길 11, 서원포스 2층 일부호 (서현동)",031-8023-9336,2026-03-04
분당구,분당바른의원,의원,"경기도 성남시 분당구 돌마로 52, MD프라자 201호 (구미동)",031-8023-9789,2026-03-04
분당구,톤즈의원,의원,"경기도 성남시 분당구 서현로 170, 풍림아이원플러스 2층 225호 (서현동)",031-8039-5801,2026-03-04
분당구,샤인빔의원,의원,"경기도 성남시 분당구 황새울로 340, 교정공제회 서현빌딩 5층 일부호 (서현동)",031-8039-5858,2026-03-04
분당구,닥터리가정의학과의원,의원,"경기도 성남시 분당구 황새울로351번길 10, 여암빌딩 2층 일부호 (서현동)",031-8039-5898,2026-03-04
분당구,미금 유앤아이피부과의원,의원,"경기도 성남시 분당구 돌마로 86, 엘레강스프라자 201~207호 (구미동)",031-8039-6021,2026-03-04
분당구,판교잘보는연세안과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 2-44호, 2-45호 (삼평동)",031-8039-6631,2026-03-04
분당구,데이웰의원,의원,"경기도 성남시 분당구 성남대로 349, 시그마타워 2층 일부호 (정자동)",031-8039-6640,2026-03-04
분당구,서현숲 가정의학과의원,의원,"경기도 성남시 분당구 서현로 192, 야베스밸리 303호 (서현동)",031-8039-6654,2026-03-04
분당구,삼성마디탑의원,의원,"경기도 성남시 분당구 성남대로 38, 케이엔에프코퍼레이션 3층 일부호 (구미동)",031-8039-7003,2026-03-04
분당구,코모키이비인후과의원,의원,"경기도 성남시 분당구 판교대장로6길 10, 305~308호 (대장동)",031-8039-7021,2026-03-04
분당구,연아른 성장의원,의원,"경기도 성남시 분당구 서현로321번길 10, 2층 일부호 (서현동)",031-8039-7052,2026-03-04
분당구,송율정신건강의학과의원,의원,"경기도 성남시 분당구 판교역로 136, 지하2층 B2046,B2050호 (백현동)",031-8039-7270,2026-03-04
분당구,삼성린산부인과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 2-46호 (삼평동)",031-8039-7275,2026-03-04
분당구,판교365의원,의원,"경기도 성남시 분당구 판교역로 136, 1103,1104호 (백현동)",031-8039-7511,2026-03-04
분당구,발걸음한의원,한의원,"경기도 성남시 분당구 황새울로 337, 웰빙프라자 2층 204호 (서현동)",031-8039-7515,2026-03-04
분당구,제이디치과의원,치과의원,"경기도 성남시 분당구 돌마로 75, 미금프라자 6층 (금곡동)",031-8039-7523,2026-03-04
분당구,연세청춘치과의원,치과의원,"경기도 성남시 분당구 백현로101번길 11, 동현프라자 201호 (수내동)",031-8039-7528,2026-03-04
분당구,분당닥터에버스의원,의원,"경기도 성남시 분당구 황새울로360번길 35, 서현현대프라자 3층 304호 (서현동)",031-8039-7537,2026-03-04
분당구,원탑한의원,한의원,"경기도 성남시 분당구 야탑로69번길 24-8, 분당종합상가 301호 (야탑동)",031-8039-7543,2026-03-04
분당구,밴스의원,의원,"경기도 성남시 분당구 분당내곡로 117, 크래프톤타워 3층 305호 (백현동)",031-8039-7570,2026-03-04
분당구,곽희준한의원,한의원,"경기도 성남시 분당구 장미로 78, 시그마3 310호 (야탑동)",031-8039-7756,2026-03-04
분당구,봄날에산부인과의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 206호 (야탑동)",031-8039-7760,2026-03-04
분당구,성모편한내과의원,의원,"경기도 성남시 분당구 불정로376번길 7, 건일빌딩 201호 (서현동)",031-8039-7765,2026-03-04
분당구,서울리더스치과의원,치과의원,"경기도 성남시 분당구 돌마로 67, 금산젬월드 404, 404-1, 404-2호 (금곡동)",031-8039-7928,2026-03-04
분당구,다시봄날의원,의원,"경기도 성남시 분당구 돌마로 87, 골드프라자 5층 501-2호 (금곡동)",031-8088-7676,2026-03-04
분당구,노블정형외과의원,의원,"경기도 성남시 분당구 운중로 249, 3층 일부호(303), 4층, 5층 일부호(502, 503)호 (판교동)",031-896-7575,2026-03-04
분당구,효자촌온한의원,한의원,"경기도 성남시 분당구 불정로 380, 3층 301,302호 (서현동, 동남프라자)",0507-1368-0813,2026-03-04
분당구,약선당한의원,한의원,"경기도 성남시 분당구 성남대로 906, 4층 일부호 (야탑동, 국민은행야탑역지점)",0507-1404-5075,2026-03-04
분당구,우리가정의학과의원,의원,"경기도 성남시 분당구 판교원로 207, 204호 (판교동, 판교원마을상가동)",070-4120-7581,2026-03-04
분당구,아비쥬의원,의원,"경기도 성남시 분당구 분당로53번길 10, 동호플라자 401호 (서현동)",070-4748-9052,2026-03-04
분당구,지금여기정신건강의학과의원,의원,"경기도 성남시 분당구 판교역로 184, 1002호 (삼평동)",070-5147-7575,2026-03-04
분당구,세라의원,의원,"경기도 성남시 분당구 분당로53번길 10, 동호플라자 301(일부)호 (서현동)",070-7537-2792,2026-03-04
분당구,더엘산부인과의원,의원,"경기도 성남시 분당구 판교역로 152, 알파돔타워 3층 303호, 304호 (백현동)",070-8766-0815,2026-03-04
분당구,알파서울안과의원,의원,"경기도 성남시 분당구 판교역로 152, 알파돔타워 지하1층 일부호 (백현동)",1544-5199,2026-03-04
분당구,메디원내과의원,의원,"경기도 성남시 분당구 성남대로331번길 7, 501호 (정자동, 정자스타빌딩)",1577-5671,2026-03-04
분당구,포에버의원,의원,"경기도 성남시 분당구 서현로 192, 9층 901 일부호 (서현동, 야베스밸리)",1577-8348,2026-03-04
분당구,서울나우병원,병원,"경기도 성남시 분당구 분당로 43, 나우빌딩 5~11층,12일부층 (서현동)",1588-2691,2026-03-04
분당구,서울미피부과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 39, 1001~1004호 (삼평동, 럭스타워)",1588-3083,2026-03-04
분당구,연세위드치과의원,치과의원,"경기도 성남시 분당구 서현로210번길 19, 센트로빌딩 4층 일부, 5층 (서현동)",1588-9432,2026-03-04
분당구,창조융합의원,의원,"경기도 성남시 분당구 새마을로177번길 81, 3층 일부호 (율동)",1688-5119,2026-03-04
분당구,그랜드비뇨의학과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 301~306호 (삼평동)",1800-8175,2026-03-04
분당구,연세화이트산타치과의원,치과의원,"경기도 성남시 분당구 분당로53번길 20, 이랜드분당프라자 2층 (서현동)",1811-0806,2026-03-04
분당구,블리비의원,의원,"경기도 성남시 분당구 서현로210번길 2, 성지하이츠텔 2층 201,202,203,210호 (서현동)",1833-3130,2026-03-04
분당구,보바스기념병원,요양병원(노인병원),"경기도 성남시 분당구 대왕판교로 155-7 (금곡동, 보바스기념병원)",1877-5661,2026-03-04
분당구,분당베스트병원,병원,"경기도 성남시 분당구 성남대로926번길 6, 701,801호 (야탑동, 야탑대덕프라자)",1899-0175,2026-03-04
분당구,티케이정형외과의원,의원,"경기도 성남시 분당구 동판교로 55, 로제비앙스퀘어 1~5층 일부호 (백현동)",1899-5533,2026-03-04
분당구,분당티케이의원,의원,"경기도 성남시 분당구 황새울로 353, 3층 (서현동)",1899-9933,2026-03-04
분당구,메이린의원,의원,"경기도 성남시 분당구 판교역로146번길 20, 10층 (백현동, 현대백화점)",031-5170-3246,2026-03-04
분당구,형한의원,한의원,"경기도 성남시 분당구 성남대로 385, 603호 (정자동, 분당클리닉)",031-602-8899,2026-03-04
분당구,메디파크소아청소년과의원,의원,"경기도 성남시 분당구 돌마로 43, 4층 (금곡동, 메디파크빌딩)",031-603-3344,2026-03-04
분당구,고려휴정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 912, 분당BYC빌딩 301호 (야탑동)",031-604-5500,2026-03-04
분당구,메디파크내과의원,의원,"경기도 성남시 분당구 돌마로 43, 메디파크빌딩 4층 401-1호, 401-3호, 401-4호 (금곡동)",031-605-7200,2026-03-04
분당구,연세푸른정신건강의학과의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 302호 (야탑동, 아미고타워)",031-622-0707,2026-03-04
분당구,맨유비뇨기과의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 4층 403호 (야탑동, 아미고타워)",031-622-1313,2026-03-04
분당구,야탑서울안과의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 402호 (야탑동, 아미고타워)",031-622-1588,2026-03-04
분당구,김태용내과의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 307-1호 (야탑동, 아미고타워)",031-622-1717,2026-03-04
분당구,네이브키즈연세소아청소년과의원,의원,"경기도 성남시 분당구 야탑로81번길 10, 3층 309-1호, 309-2호 (야탑동, 분당아미고타워)",031-622-1777,2026-03-04
분당구,굿마디의원,의원,"경기도 성남시 분당구 미금로 39, 204호 (구미동, 로얄프라자)",031-623-5488,2026-03-04
분당구,더유외과의원,의원,"경기도 성남시 분당구 황새울로335번길 5, 403호 (서현동, 엔타운빌딩)",031-696-1212,2026-03-04
분당구,미래이비인후과의원,의원,"경기도 성남시 분당구 판교역로 231, 219,220호 (삼평동, 에이치스퀘어 에스동)",031-696-7582,2026-03-04
분당구,준정형외과의원,의원,"경기도 성남시 분당구 성남대로 32, 보명프라자 202~204호, 702호, 703호 (구미동)",031-698-2228,2026-03-04
분당구,플러스미피부과의원,의원,"경기도 성남시 분당구 서현로 192, 306호 (서현동, 야베스밸리)",031-698-3300,2026-03-04
분당구,큰덕경희한의원,한의원,"경기도 성남시 분당구 성남대로926번길 6, 4층 405호 (야탑동, 대덕프라자)",031-698-3357,2026-03-04
분당구,분당여성산부인과의원,의원,"경기도 성남시 분당구 성남대로 926, 403호 404호 (야탑동, 분당메트로빌딩)",031-701-0462,2026-03-04
분당구,닥터심스의원,의원,"경기도 성남시 분당구 장안로 27, 3층 (분당동, SNH타워)",031-701-1350,2026-03-04
분당구,차서메디컬한의원,한의원,"경기도 성남시 분당구 장미로100번길 4, 1층 일부호 (야탑동)",031-701-1583,2026-03-04
분당구,이재민이비인후과의원,의원,"경기도 성남시 분당구 중앙공원로39번길 7, 2층 204호 (서현동, 삼성한신상가)",031-701-3278,2026-03-04
분당구,선한의원,한의원,"경기도 성남시 분당구 성남대로 926, 303일부호, 408호 (야탑동, 분당메트로)",031-701-4305,2026-03-04
분당구,서울이비인후과의원,의원,"경기도 성남시 분당구 불정로 379, 304호 (서현동, 서현프라자)",031-701-4312,2026-03-04
분당구,연세김내과의원,의원,"경기도 성남시 분당구 불정로376번길 37, 304호 (서현동, 범한프라자)",031-701-6113,2026-03-04
분당구,한사랑김경희소아청소년과의원,의원,"경기도 성남시 분당구 중앙공원로40번길 4, 203호 (서현동, 카스스포콤)",031-701-7111,2026-03-04
분당구,김소아청소년과의원,의원,"경기도 성남시 분당구 동판교로 92, 2층 202호 (백현동, 백현마을 가상가동)",031-701-8600,2026-03-04
분당구,홍성우피부과의원,의원,"경기도 성남시 분당구 불정로 381, 303호 (서현동, 동진프라자)",031-702-4824,2026-03-04
분당구,소호의원,의원,"경기도 성남시 분당구 대왕판교로606번길 58, 2층 30,31호 (삼평동, 판교푸르지오월드마크)",031-702-5060,2026-03-04
분당구,신영피부과의원,의원,"경기도 성남시 분당구 성남대로 926, 601호 (야탑동, 분당메트로빌딩)",031-702-6228,2026-03-04
분당구,분당연세독수리안과의원,의원,"경기도 성남시 분당구 서현로210번길 20, 3층 (서현동, 코코프라자)",031-702-7582,2026-03-04
